area_fips,industry_code,qrtly_emplvl
53,21,4042
53,51,437879
53,11,149922
53,42,399857
53,22,14388
53,55,131978
53,56,518437
53,71,155911
53,44-45,1179883
53,23,620652
53,31-33,866663
53,53,166034
53,61,137564
53,52,280050
53,81,307383
53,72,856057
53,54,629008
53,48-49,306262
53,62,1302333
