app_turned_on,app_users_fraction,rng_seed,study_name,iteration,predicted_relative_transmission_occupation,predicted_relative_transmission_random,predicted_test_result_wait,manual_trace_on,manual_trace_delay,manual_trace_n_workers_per_100k,predicted_lockdown_occupation_multiplier_primary_network,predicted_lockdown_occupation_multiplier_secondary_network,manual_trace_exclude_app_users
1,0.0,30,en_0.0_social_dist_1.0_3,3,1.0,1.0,,,,,,,
1,0.0,40,en_0.0_social_dist_1.0_4,4,1.0,1.0,,,,,,,
1,0.0,50,en_0.0_social_dist_1.0_5,5,1.0,1.0,,,,,,,
1,0.0,60,en_0.0_social_dist_1.0_6,6,1.0,1.0,,,,,,,
1,0.0,70,en_0.0_social_dist_1.0_7,7,1.0,1.0,,,,,,,
1,0.0,80,en_0.0_social_dist_1.0_8,8,1.0,1.0,,,,,,,
1,0.0,90,en_0.0_social_dist_1.0_9,9,1.0,1.0,,,,,,,
1,0.2,0,en_0.2_social_dist_0.4_0,0,0.4,0.4,,,,,,,
1,0.2,10,en_0.2_social_dist_0.4_1,1,0.4,0.4,,,,,,,
1,0.2,20,en_0.2_social_dist_0.4_2,2,0.4,0.4,,,,,,,
1,0.2,30,en_0.2_social_dist_0.4_3,3,0.4,0.4,,,,,,,
1,0.2,40,en_0.2_social_dist_0.4_4,4,0.4,0.4,,,,,,,
1,0.2,50,en_0.2_social_dist_0.4_5,5,0.4,0.4,,,,,,,
1,0.2,60,en_0.2_social_dist_0.4_6,6,0.4,0.4,,,,,,,
1,0.2,70,en_0.2_social_dist_0.4_7,7,0.4,0.4,,,,,,,
1,0.2,80,en_0.2_social_dist_0.4_8,8,0.4,0.4,,,,,,,
1,0.2,90,en_0.2_social_dist_0.4_9,9,0.4,0.4,,,,,,,
1,0.2,0,en_0.2_social_dist_0.6_0,0,0.6,0.6,,,,,,,
1,0.2,10,en_0.2_social_dist_0.6_1,1,0.6,0.6,,,,,,,
1,0.2,20,en_0.2_social_dist_0.6_2,2,0.6,0.6,,,,,,,
1,0.2,30,en_0.2_social_dist_0.6_3,3,0.6,0.6,,,,,,,
1,0.2,40,en_0.2_social_dist_0.6_4,4,0.6,0.6,,,,,,,
1,0.2,50,en_0.2_social_dist_0.6_5,5,0.6,0.6,,,,,,,
1,0.2,60,en_0.2_social_dist_0.6_6,6,0.6,0.6,,,,,,,
1,0.2,70,en_0.2_social_dist_0.6_7,7,0.6,0.6,,,,,,,
1,0.2,80,en_0.2_social_dist_0.6_8,8,0.6,0.6,,,,,,,
1,0.2,90,en_0.2_social_dist_0.6_9,9,0.6,0.6,,,,,,,
1,0.2,0,en_0.2_social_dist_0.8_0,0,0.8,0.8,,,,,,,
1,0.2,10,en_0.2_social_dist_0.8_1,1,0.8,0.8,,,,,,,
1,0.2,20,en_0.2_social_dist_0.8_2,2,0.8,0.8,,,,,,,
1,0.2,30,en_0.2_social_dist_0.8_3,3,0.8,0.8,,,,,,,
1,0.2,40,en_0.2_social_dist_0.8_4,4,0.8,0.8,,,,,,,
1,0.2,50,en_0.2_social_dist_0.8_5,5,0.8,0.8,,,,,,,
1,0.2,60,en_0.2_social_dist_0.8_6,6,0.8,0.8,,,,,,,
1,0.2,70,en_0.2_social_dist_0.8_7,7,0.8,0.8,,,,,,,
1,0.2,80,en_0.2_social_dist_0.8_8,8,0.8,0.8,,,,,,,
1,0.2,90,en_0.2_social_dist_0.8_9,9,0.8,0.8,,,,,,,
1,0.2,0,en_0.2_social_dist_1.0_0,0,1.0,1.0,,,,,,,
1,0.2,10,en_0.2_social_dist_1.0_1,1,1.0,1.0,,,,,,,
1,0.2,20,en_0.2_social_dist_1.0_2,2,1.0,1.0,,,,,,,
1,0.2,30,en_0.2_social_dist_1.0_3,3,1.0,1.0,,,,,,,
1,0.2,40,en_0.2_social_dist_1.0_4,4,1.0,1.0,,,,,,,
1,0.2,50,en_0.2_social_dist_1.0_5,5,1.0,1.0,,,,,,,
1,0.2,60,en_0.2_social_dist_1.0_6,6,1.0,1.0,,,,,,,
1,0.2,70,en_0.2_social_dist_1.0_7,7,1.0,1.0,,,,,,,
1,0.2,80,en_0.2_social_dist_1.0_8,8,1.0,1.0,,,,,,,
1,0.2,90,en_0.2_social_dist_1.0_9,9,1.0,1.0,,,,,,,
1,0.4,0,en_0.4_social_dist_0.4_0,0,0.4,0.4,,,,,,,
1,0.4,10,en_0.4_social_dist_0.4_1,1,0.4,0.4,,,,,,,
1,0.4,20,en_0.4_social_dist_0.4_2,2,0.4,0.4,,,,,,,
1,0.4,30,en_0.4_social_dist_0.4_3,3,0.4,0.4,,,,,,,
1,0.4,40,en_0.4_social_dist_0.4_4,4,0.4,0.4,,,,,,,
1,0.4,50,en_0.4_social_dist_0.4_5,5,0.4,0.4,,,,,,,
1,0.4,60,en_0.4_social_dist_0.4_6,6,0.4,0.4,,,,,,,
1,0.4,70,en_0.4_social_dist_0.4_7,7,0.4,0.4,,,,,,,
1,0.4,80,en_0.4_social_dist_0.4_8,8,0.4,0.4,,,,,,,
1,0.4,90,en_0.4_social_dist_0.4_9,9,0.4,0.4,,,,,,,
1,0.4,0,en_0.4_social_dist_0.6_0,0,0.6,0.6,,,,,,,
1,0.4,10,en_0.4_social_dist_0.6_1,1,0.6,0.6,,,,,,,
1,0.4,20,en_0.4_social_dist_0.6_2,2,0.6,0.6,,,,,,,
1,0.4,30,en_0.4_social_dist_0.6_3,3,0.6,0.6,,,,,,,
1,0.4,40,en_0.4_social_dist_0.6_4,4,0.6,0.6,,,,,,,
1,0.4,50,en_0.4_social_dist_0.6_5,5,0.6,0.6,,,,,,,
1,0.4,60,en_0.4_social_dist_0.6_6,6,0.6,0.6,,,,,,,
1,0.4,70,en_0.4_social_dist_0.6_7,7,0.6,0.6,,,,,,,
1,0.4,80,en_0.4_social_dist_0.6_8,8,0.6,0.6,,,,,,,
1,0.4,90,en_0.4_social_dist_0.6_9,9,0.6,0.6,,,,,,,
1,0.4,0,en_0.4_social_dist_0.8_0,0,0.8,0.8,,,,,,,
1,0.4,10,en_0.4_social_dist_0.8_1,1,0.8,0.8,,,,,,,
1,0.4,20,en_0.4_social_dist_0.8_2,2,0.8,0.8,,,,,,,
1,0.4,30,en_0.4_social_dist_0.8_3,3,0.8,0.8,,,,,,,
1,0.4,40,en_0.4_social_dist_0.8_4,4,0.8,0.8,,,,,,,
1,0.4,50,en_0.4_social_dist_0.8_5,5,0.8,0.8,,,,,,,
1,0.4,60,en_0.4_social_dist_0.8_6,6,0.8,0.8,,,,,,,
1,0.4,70,en_0.4_social_dist_0.8_7,7,0.8,0.8,,,,,,,
1,0.4,80,en_0.4_social_dist_0.8_8,8,0.8,0.8,,,,,,,
1,0.4,90,en_0.4_social_dist_0.8_9,9,0.8,0.8,,,,,,,
1,0.4,0,en_0.4_social_dist_1.0_0,0,1.0,1.0,,,,,,,
1,0.4,10,en_0.4_social_dist_1.0_1,1,1.0,1.0,,,,,,,
1,0.4,20,en_0.4_social_dist_1.0_2,2,1.0,1.0,,,,,,,
1,0.4,30,en_0.4_social_dist_1.0_3,3,1.0,1.0,,,,,,,
1,0.4,40,en_0.4_social_dist_1.0_4,4,1.0,1.0,,,,,,,
1,0.4,50,en_0.4_social_dist_1.0_5,5,1.0,1.0,,,,,,,
1,0.4,60,en_0.4_social_dist_1.0_6,6,1.0,1.0,,,,,,,
1,0.4,70,en_0.4_social_dist_1.0_7,7,1.0,1.0,,,,,,,
1,0.4,80,en_0.4_social_dist_1.0_8,8,1.0,1.0,,,,,,,
1,0.4,90,en_0.4_social_dist_1.0_9,9,1.0,1.0,,,,,,,
1,0.6,0,en_0.6_social_dist_0.4_0,0,0.4,0.4,,,,,,,
1,0.6,10,en_0.6_social_dist_0.4_1,1,0.4,0.4,,,,,,,
1,0.6,20,en_0.6_social_dist_0.4_2,2,0.4,0.4,,,,,,,
1,0.6,30,en_0.6_social_dist_0.4_3,3,0.4,0.4,,,,,,,
1,0.6,40,en_0.6_social_dist_0.4_4,4,0.4,0.4,,,,,,,
1,0.6,50,en_0.6_social_dist_0.4_5,5,0.4,0.4,,,,,,,
1,0.6,60,en_0.6_social_dist_0.4_6,6,0.4,0.4,,,,,,,
1,0.6,70,en_0.6_social_dist_0.4_7,7,0.4,0.4,,,,,,,
1,0.6,80,en_0.6_social_dist_0.4_8,8,0.4,0.4,,,,,,,
1,0.6,90,en_0.6_social_dist_0.4_9,9,0.4,0.4,,,,,,,
1,0.6,0,en_0.6_social_dist_0.6_0,0,0.6,0.6,,,,,,,
1,0.6,10,en_0.6_social_dist_0.6_1,1,0.6,0.6,,,,,,,
1,0.6,20,en_0.6_social_dist_0.6_2,2,0.6,0.6,,,,,,,
1,0.6,30,en_0.6_social_dist_0.6_3,3,0.6,0.6,,,,,,,
1,0.6,40,en_0.6_social_dist_0.6_4,4,0.6,0.6,,,,,,,
1,0.6,50,en_0.6_social_dist_0.6_5,5,0.6,0.6,,,,,,,
1,0.6,60,en_0.6_social_dist_0.6_6,6,0.6,0.6,,,,,,,
1,0.6,70,en_0.6_social_dist_0.6_7,7,0.6,0.6,,,,,,,
1,0.6,80,en_0.6_social_dist_0.6_8,8,0.6,0.6,,,,,,,
1,0.6,90,en_0.6_social_dist_0.6_9,9,0.6,0.6,,,,,,,
1,0.6,0,en_0.6_social_dist_0.8_0,0,0.8,0.8,,,,,,,
1,0.6,10,en_0.6_social_dist_0.8_1,1,0.8,0.8,,,,,,,
1,0.6,20,en_0.6_social_dist_0.8_2,2,0.8,0.8,,,,,,,
1,0.6,30,en_0.6_social_dist_0.8_3,3,0.8,0.8,,,,,,,
1,0.6,40,en_0.6_social_dist_0.8_4,4,0.8,0.8,,,,,,,
1,0.6,50,en_0.6_social_dist_0.8_5,5,0.8,0.8,,,,,,,
1,0.6,60,en_0.6_social_dist_0.8_6,6,0.8,0.8,,,,,,,
1,0.6,70,en_0.6_social_dist_0.8_7,7,0.8,0.8,,,,,,,
1,0.6,80,en_0.6_social_dist_0.8_8,8,0.8,0.8,,,,,,,
1,0.6,90,en_0.6_social_dist_0.8_9,9,0.8,0.8,,,,,,,
1,0.6,0,en_0.6_social_dist_1.0_0,0,1.0,1.0,,,,,,,
1,0.6,10,en_0.6_social_dist_1.0_1,1,1.0,1.0,,,,,,,
1,0.6,20,en_0.6_social_dist_1.0_2,2,1.0,1.0,,,,,,,
1,0.6,30,en_0.6_social_dist_1.0_3,3,1.0,1.0,,,,,,,
1,0.6,40,en_0.6_social_dist_1.0_4,4,1.0,1.0,,,,,,,
1,0.6,50,en_0.6_social_dist_1.0_5,5,1.0,1.0,,,,,,,
1,0.6,60,en_0.6_social_dist_1.0_6,6,1.0,1.0,,,,,,,
1,0.6,70,en_0.6_social_dist_1.0_7,7,1.0,1.0,,,,,,,
1,0.6,80,en_0.6_social_dist_1.0_8,8,1.0,1.0,,,,,,,
1,0.6,90,en_0.6_social_dist_1.0_9,9,1.0,1.0,,,,,,,
1,0.8,0,en_0.8_social_dist_0.4_0,0,0.4,0.4,,,,,,,
1,0.8,10,en_0.8_social_dist_0.4_1,1,0.4,0.4,,,,,,,
1,0.8,20,en_0.8_social_dist_0.4_2,2,0.4,0.4,,,,,,,
1,0.8,30,en_0.8_social_dist_0.4_3,3,0.4,0.4,,,,,,,
1,0.8,40,en_0.8_social_dist_0.4_4,4,0.4,0.4,,,,,,,
1,0.8,50,en_0.8_social_dist_0.4_5,5,0.4,0.4,,,,,,,
1,0.8,60,en_0.8_social_dist_0.4_6,6,0.4,0.4,,,,,,,
1,0.8,70,en_0.8_social_dist_0.4_7,7,0.4,0.4,,,,,,,
1,0.8,80,en_0.8_social_dist_0.4_8,8,0.4,0.4,,,,,,,
1,0.8,90,en_0.8_social_dist_0.4_9,9,0.4,0.4,,,,,,,
1,0.8,0,en_0.8_social_dist_0.6_0,0,0.6,0.6,,,,,,,
1,0.8,10,en_0.8_social_dist_0.6_1,1,0.6,0.6,,,,,,,
1,0.8,20,en_0.8_social_dist_0.6_2,2,0.6,0.6,,,,,,,
1,0.8,30,en_0.8_social_dist_0.6_3,3,0.6,0.6,,,,,,,
1,0.8,40,en_0.8_social_dist_0.6_4,4,0.6,0.6,,,,,,,
1,0.8,50,en_0.8_social_dist_0.6_5,5,0.6,0.6,,,,,,,
1,0.8,60,en_0.8_social_dist_0.6_6,6,0.6,0.6,,,,,,,
1,0.8,70,en_0.8_social_dist_0.6_7,7,0.6,0.6,,,,,,,
1,0.8,80,en_0.8_social_dist_0.6_8,8,0.6,0.6,,,,,,,
1,0.8,90,en_0.8_social_dist_0.6_9,9,0.6,0.6,,,,,,,
1,0.8,0,en_0.8_social_dist_0.8_0,0,0.8,0.8,,,,,,,
1,0.8,10,en_0.8_social_dist_0.8_1,1,0.8,0.8,,,,,,,
1,0.8,20,en_0.8_social_dist_0.8_2,2,0.8,0.8,,,,,,,
1,0.8,30,en_0.8_social_dist_0.8_3,3,0.8,0.8,,,,,,,
1,0.8,40,en_0.8_social_dist_0.8_4,4,0.8,0.8,,,,,,,
1,0.8,50,en_0.8_social_dist_0.8_5,5,0.8,0.8,,,,,,,
1,0.8,60,en_0.8_social_dist_0.8_6,6,0.8,0.8,,,,,,,
1,0.8,70,en_0.8_social_dist_0.8_7,7,0.8,0.8,,,,,,,
1,0.8,80,en_0.8_social_dist_0.8_8,8,0.8,0.8,,,,,,,
1,0.8,90,en_0.8_social_dist_0.8_9,9,0.8,0.8,,,,,,,
1,0.8,0,en_0.8_social_dist_1.0_0,0,1.0,1.0,,,,,,,
1,0.8,10,en_0.8_social_dist_1.0_1,1,1.0,1.0,,,,,,,
1,0.8,20,en_0.8_social_dist_1.0_2,2,1.0,1.0,,,,,,,
1,0.8,30,en_0.8_social_dist_1.0_3,3,1.0,1.0,,,,,,,
1,0.8,40,en_0.8_social_dist_1.0_4,4,1.0,1.0,,,,,,,
1,0.8,50,en_0.8_social_dist_1.0_5,5,1.0,1.0,,,,,,,
1,0.8,60,en_0.8_social_dist_1.0_6,6,1.0,1.0,,,,,,,
1,0.8,70,en_0.8_social_dist_1.0_7,7,1.0,1.0,,,,,,,
1,0.8,80,en_0.8_social_dist_1.0_8,8,1.0,1.0,,,,,,,
1,0.8,90,en_0.8_social_dist_1.0_9,9,1.0,1.0,,,,,,,
1,1.0,0,en_1.0_social_dist_0.4_0,0,0.4,0.4,,,,,,,
1,1.0,10,en_1.0_social_dist_0.4_1,1,0.4,0.4,,,,,,,
1,1.0,20,en_1.0_social_dist_0.4_2,2,0.4,0.4,,,,,,,
1,1.0,30,en_1.0_social_dist_0.4_3,3,0.4,0.4,,,,,,,
1,1.0,40,en_1.0_social_dist_0.4_4,4,0.4,0.4,,,,,,,
1,1.0,50,en_1.0_social_dist_0.4_5,5,0.4,0.4,,,,,,,
1,1.0,60,en_1.0_social_dist_0.4_6,6,0.4,0.4,,,,,,,
1,1.0,70,en_1.0_social_dist_0.4_7,7,0.4,0.4,,,,,,,
1,1.0,80,en_1.0_social_dist_0.4_8,8,0.4,0.4,,,,,,,
1,1.0,90,en_1.0_social_dist_0.4_9,9,0.4,0.4,,,,,,,
1,1.0,0,en_1.0_social_dist_0.6_0,0,0.6,0.6,,,,,,,
1,1.0,10,en_1.0_social_dist_0.6_1,1,0.6,0.6,,,,,,,
1,1.0,20,en_1.0_social_dist_0.6_2,2,0.6,0.6,,,,,,,
1,1.0,30,en_1.0_social_dist_0.6_3,3,0.6,0.6,,,,,,,
1,1.0,40,en_1.0_social_dist_0.6_4,4,0.6,0.6,,,,,,,
1,1.0,50,en_1.0_social_dist_0.6_5,5,0.6,0.6,,,,,,,
1,1.0,60,en_1.0_social_dist_0.6_6,6,0.6,0.6,,,,,,,
1,1.0,70,en_1.0_social_dist_0.6_7,7,0.6,0.6,,,,,,,
1,1.0,80,en_1.0_social_dist_0.6_8,8,0.6,0.6,,,,,,,
1,1.0,90,en_1.0_social_dist_0.6_9,9,0.6,0.6,,,,,,,
1,1.0,0,en_1.0_social_dist_0.8_0,0,0.8,0.8,,,,,,,
1,1.0,10,en_1.0_social_dist_0.8_1,1,0.8,0.8,,,,,,,
1,1.0,20,en_1.0_social_dist_0.8_2,2,0.8,0.8,,,,,,,
1,1.0,30,en_1.0_social_dist_0.8_3,3,0.8,0.8,,,,,,,
1,1.0,40,en_1.0_social_dist_0.8_4,4,0.8,0.8,,,,,,,
1,1.0,50,en_1.0_social_dist_0.8_5,5,0.8,0.8,,,,,,,
1,1.0,60,en_1.0_social_dist_0.8_6,6,0.8,0.8,,,,,,,
1,1.0,70,en_1.0_social_dist_0.8_7,7,0.8,0.8,,,,,,,
1,1.0,80,en_1.0_social_dist_0.8_8,8,0.8,0.8,,,,,,,
1,1.0,90,en_1.0_social_dist_0.8_9,9,0.8,0.8,,,,,,,
1,1.0,0,en_1.0_social_dist_1.0_0,0,1.0,1.0,,,,,,,
1,1.0,10,en_1.0_social_dist_1.0_1,1,1.0,1.0,,,,,,,
1,1.0,20,en_1.0_social_dist_1.0_2,2,1.0,1.0,,,,,,,
1,1.0,30,en_1.0_social_dist_1.0_3,3,1.0,1.0,,,,,,,
1,1.0,40,en_1.0_social_dist_1.0_4,4,1.0,1.0,,,,,,,
1,1.0,50,en_1.0_social_dist_1.0_5,5,1.0,1.0,,,,,,,
1,1.0,60,en_1.0_social_dist_1.0_6,6,1.0,1.0,,,,,,,
1,1.0,70,en_1.0_social_dist_1.0_7,7,1.0,1.0,,,,,,,
1,1.0,80,en_1.0_social_dist_1.0_8,8,1.0,1.0,,,,,,,
1,1.0,90,en_1.0_social_dist_1.0_9,9,1.0,1.0,,,,,,,
1,0.0,0,en_0.0_test_delay_0_0,0,,,0.0,,,,,,
1,0.0,10,en_0.0_test_delay_0_1,1,,,0.0,,,,,,
1,0.0,20,en_0.0_test_delay_0_2,2,,,0.0,,,,,,
1,0.0,30,en_0.0_test_delay_0_3,3,,,0.0,,,,,,
1,0.0,40,en_0.0_test_delay_0_4,4,,,0.0,,,,,,
1,0.0,50,en_0.0_test_delay_0_5,5,,,0.0,,,,,,
1,0.0,60,en_0.0_test_delay_0_6,6,,,0.0,,,,,,
1,0.0,70,en_0.0_test_delay_0_7,7,,,0.0,,,,,,
1,0.0,80,en_0.0_test_delay_0_8,8,,,0.0,,,,,,
1,0.0,90,en_0.0_test_delay_0_9,9,,,0.0,,,,,,
1,0.0,0,en_0.0_test_delay_1_0,0,,,1.0,,,,,,
1,0.0,10,en_0.0_test_delay_1_1,1,,,1.0,,,,,,
1,0.0,20,en_0.0_test_delay_1_2,2,,,1.0,,,,,,
1,0.0,30,en_0.0_test_delay_1_3,3,,,1.0,,,,,,
1,0.0,40,en_0.0_test_delay_1_4,4,,,1.0,,,,,,
1,0.0,50,en_0.0_test_delay_1_5,5,,,1.0,,,,,,
1,0.0,60,en_0.0_test_delay_1_6,6,,,1.0,,,,,,
1,0.0,70,en_0.0_test_delay_1_7,7,,,1.0,,,,,,
1,0.0,80,en_0.0_test_delay_1_8,8,,,1.0,,,,,,
1,0.0,90,en_0.0_test_delay_1_9,9,,,1.0,,,,,,
1,0.0,0,en_0.0_test_delay_2_0,0,,,2.0,,,,,,
1,0.0,10,en_0.0_test_delay_2_1,1,,,2.0,,,,,,
1,0.0,20,en_0.0_test_delay_2_2,2,,,2.0,,,,,,
1,0.0,30,en_0.0_test_delay_2_3,3,,,2.0,,,,,,
1,0.0,40,en_0.0_test_delay_2_4,4,,,2.0,,,,,,
1,0.0,50,en_0.0_test_delay_2_5,5,,,2.0,,,,,,
1,0.0,60,en_0.0_test_delay_2_6,6,,,2.0,,,,,,
1,0.0,70,en_0.0_test_delay_2_7,7,,,2.0,,,,,,
1,0.0,80,en_0.0_test_delay_2_8,8,,,2.0,,,,,,
1,0.0,90,en_0.0_test_delay_2_9,9,,,2.0,,,,,,
1,0.0,0,en_0.0_test_delay_4_0,0,,,4.0,,,,,,
1,0.0,10,en_0.0_test_delay_4_1,1,,,4.0,,,,,,
1,0.0,20,en_0.0_test_delay_4_2,2,,,4.0,,,,,,
1,0.0,30,en_0.0_test_delay_4_3,3,,,4.0,,,,,,
1,0.0,40,en_0.0_test_delay_4_4,4,,,4.0,,,,,,
1,0.0,50,en_0.0_test_delay_4_5,5,,,4.0,,,,,,
1,0.0,60,en_0.0_test_delay_4_6,6,,,4.0,,,,,,
1,0.0,70,en_0.0_test_delay_4_7,7,,,4.0,,,,,,
1,0.0,80,en_0.0_test_delay_4_8,8,,,4.0,,,,,,
1,0.0,90,en_0.0_test_delay_4_9,9,,,4.0,,,,,,
1,0.0,0,en_0.0_test_delay_6_0,0,,,6.0,,,,,,
1,0.0,10,en_0.0_test_delay_6_1,1,,,6.0,,,,,,
1,0.0,20,en_0.0_test_delay_6_2,2,,,6.0,,,,,,
1,0.0,30,en_0.0_test_delay_6_3,3,,,6.0,,,,,,
1,0.0,40,en_0.0_test_delay_6_4,4,,,6.0,,,,,,
1,0.0,50,en_0.0_test_delay_6_5,5,,,6.0,,,,,,
1,0.0,60,en_0.0_test_delay_6_6,6,,,6.0,,,,,,
1,0.0,70,en_0.0_test_delay_6_7,7,,,6.0,,,,,,
