app_turned_on,app_users_fraction,rng_seed,study_name,iteration,predicted_relative_transmission_occupation,predicted_relative_transmission_random,predicted_test_result_wait,manual_trace_on,manual_trace_delay,manual_trace_n_workers_per_100k,predicted_lockdown_occupation_multiplier_primary_network,predicted_lockdown_occupation_multiplier_secondary_network,manual_trace_exclude_app_users
1,0.0,80,en_0.0_test_delay_6_8,8,,,6.0,,,,,,
1,0.0,90,en_0.0_test_delay_6_9,9,,,6.0,,,,,,
1,0.0,0,en_0.0_test_delay_8_0,0,,,8.0,,,,,,
1,0.0,10,en_0.0_test_delay_8_1,1,,,8.0,,,,,,
1,0.0,20,en_0.0_test_delay_8_2,2,,,8.0,,,,,,
1,0.0,30,en_0.0_test_delay_8_3,3,,,8.0,,,,,,
1,0.0,40,en_0.0_test_delay_8_4,4,,,8.0,,,,,,
1,0.0,50,en_0.0_test_delay_8_5,5,,,8.0,,,,,,
1,0.0,60,en_0.0_test_delay_8_6,6,,,8.0,,,,,,
1,0.0,70,en_0.0_test_delay_8_7,7,,,8.0,,,,,,
1,0.0,80,en_0.0_test_delay_8_8,8,,,8.0,,,,,,
1,0.0,90,en_0.0_test_delay_8_9,9,,,8.0,,,,,,
1,0.0,0,en_0.0_test_delay_10_0,0,,,10.0,,,,,,
1,0.0,10,en_0.0_test_delay_10_1,1,,,10.0,,,,,,
1,0.0,20,en_0.0_test_delay_10_2,2,,,10.0,,,,,,
1,0.0,30,en_0.0_test_delay_10_3,3,,,10.0,,,,,,
1,0.0,40,en_0.0_test_delay_10_4,4,,,10.0,,,,,,
1,0.0,50,en_0.0_test_delay_10_5,5,,,10.0,,,,,,
1,0.0,60,en_0.0_test_delay_10_6,6,,,10.0,,,,,,
1,0.0,70,en_0.0_test_delay_10_7,7,,,10.0,,,,,,
1,0.0,80,en_0.0_test_delay_10_8,8,,,10.0,,,,,,
1,0.0,90,en_0.0_test_delay_10_9,9,,,10.0,,,,,,
1,0.2,0,en_0.2_test_delay_0_0,0,,,0.0,,,,,,
1,0.2,10,en_0.2_test_delay_0_1,1,,,0.0,,,,,,
1,0.2,20,en_0.2_test_delay_0_2,2,,,0.0,,,,,,
1,0.2,30,en_0.2_test_delay_0_3,3,,,0.0,,,,,,
1,0.2,40,en_0.2_test_delay_0_4,4,,,0.0,,,,,,
1,0.2,50,en_0.2_test_delay_0_5,5,,,0.0,,,,,,
1,0.2,60,en_0.2_test_delay_0_6,6,,,0.0,,,,,,
1,0.2,70,en_0.2_test_delay_0_7,7,,,0.0,,,,,,
1,0.2,80,en_0.2_test_delay_0_8,8,,,0.0,,,,,,
1,0.2,90,en_0.2_test_delay_0_9,9,,,0.0,,,,,,
1,0.2,0,en_0.2_test_delay_1_0,0,,,1.0,,,,,,
1,0.2,10,en_0.2_test_delay_1_1,1,,,1.0,,,,,,
1,0.2,20,en_0.2_test_delay_1_2,2,,,1.0,,,,,,
1,0.2,30,en_0.2_test_delay_1_3,3,,,1.0,,,,,,
1,0.2,40,en_0.2_test_delay_1_4,4,,,1.0,,,,,,
1,0.2,50,en_0.2_test_delay_1_5,5,,,1.0,,,,,,
1,0.2,60,en_0.2_test_delay_1_6,6,,,1.0,,,,,,
1,0.2,70,en_0.2_test_delay_1_7,7,,,1.0,,,,,,
1,0.2,80,en_0.2_test_delay_1_8,8,,,1.0,,,,,,
1,0.2,90,en_0.2_test_delay_1_9,9,,,1.0,,,,,,
1,0.2,0,en_0.2_test_delay_2_0,0,,,2.0,,,,,,
1,0.2,10,en_0.2_test_delay_2_1,1,,,2.0,,,,,,
1,0.2,20,en_0.2_test_delay_2_2,2,,,2.0,,,,,,
1,0.2,30,en_0.2_test_delay_2_3,3,,,2.0,,,,,,
1,0.2,40,en_0.2_test_delay_2_4,4,,,2.0,,,,,,
1,0.2,50,en_0.2_test_delay_2_5,5,,,2.0,,,,,,
1,0.2,60,en_0.2_test_delay_2_6,6,,,2.0,,,,,,
1,0.2,70,en_0.2_test_delay_2_7,7,,,2.0,,,,,,
1,0.2,80,en_0.2_test_delay_2_8,8,,,2.0,,,,,,
1,0.2,90,en_0.2_test_delay_2_9,9,,,2.0,,,,,,
1,0.2,0,en_0.2_test_delay_4_0,0,,,4.0,,,,,,
1,0.2,10,en_0.2_test_delay_4_1,1,,,4.0,,,,,,
1,0.2,20,en_0.2_test_delay_4_2,2,,,4.0,,,,,,
1,0.2,30,en_0.2_test_delay_4_3,3,,,4.0,,,,,,
1,0.2,40,en_0.2_test_delay_4_4,4,,,4.0,,,,,,
1,0.2,50,en_0.2_test_delay_4_5,5,,,4.0,,,,,,
1,0.2,60,en_0.2_test_delay_4_6,6,,,4.0,,,,,,
1,0.2,70,en_0.2_test_delay_4_7,7,,,4.0,,,,,,
1,0.2,80,en_0.2_test_delay_4_8,8,,,4.0,,,,,,
1,0.2,90,en_0.2_test_delay_4_9,9,,,4.0,,,,,,
1,0.2,0,en_0.2_test_delay_6_0,0,,,6.0,,,,,,
1,0.2,10,en_0.2_test_delay_6_1,1,,,6.0,,,,,,
1,0.2,20,en_0.2_test_delay_6_2,2,,,6.0,,,,,,
1,0.2,30,en_0.2_test_delay_6_3,3,,,6.0,,,,,,
1,0.2,40,en_0.2_test_delay_6_4,4,,,6.0,,,,,,
1,0.2,50,en_0.2_test_delay_6_5,5,,,6.0,,,,,,
1,0.2,60,en_0.2_test_delay_6_6,6,,,6.0,,,,,,
1,0.2,70,en_0.2_test_delay_6_7,7,,,6.0,,,,,,
1,0.2,80,en_0.2_test_delay_6_8,8,,,6.0,,,,,,
1,0.2,90,en_0.2_test_delay_6_9,9,,,6.0,,,,,,
1,0.2,0,en_0.2_test_delay_8_0,0,,,8.0,,,,,,
1,0.2,10,en_0.2_test_delay_8_1,1,,,8.0,,,,,,
1,0.2,20,en_0.2_test_delay_8_2,2,,,8.0,,,,,,
1,0.2,30,en_0.2_test_delay_8_3,3,,,8.0,,,,,,
1,0.2,40,en_0.2_test_delay_8_4,4,,,8.0,,,,,,
1,0.2,50,en_0.2_test_delay_8_5,5,,,8.0,,,,,,
1,0.2,60,en_0.2_test_delay_8_6,6,,,8.0,,,,,,
1,0.2,70,en_0.2_test_delay_8_7,7,,,8.0,,,,,,
1,0.2,80,en_0.2_test_delay_8_8,8,,,8.0,,,,,,
1,0.2,90,en_0.2_test_delay_8_9,9,,,8.0,,,,,,
1,0.2,0,en_0.2_test_delay_10_0,0,,,10.0,,,,,,
1,0.2,10,en_0.2_test_delay_10_1,1,,,10.0,,,,,,
1,0.2,20,en_0.2_test_delay_10_2,2,,,10.0,,,,,,
1,0.2,30,en_0.2_test_delay_10_3,3,,,10.0,,,,,,
1,0.2,40,en_0.2_test_delay_10_4,4,,,10.0,,,,,,
1,0.2,50,en_0.2_test_delay_10_5,5,,,10.0,,,,,,
1,0.2,60,en_0.2_test_delay_10_6,6,,,10.0,,,,,,
1,0.2,70,en_0.2_test_delay_10_7,7,,,10.0,,,,,,
1,0.2,80,en_0.2_test_delay_10_8,8,,,10.0,,,,,,
1,0.2,90,en_0.2_test_delay_10_9,9,,,10.0,,,,,,
1,0.4,0,en_0.4_test_delay_0_0,0,,,0.0,,,,,,
1,0.4,10,en_0.4_test_delay_0_1,1,,,0.0,,,,,,
1,0.4,20,en_0.4_test_delay_0_2,2,,,0.0,,,,,,
1,0.4,30,en_0.4_test_delay_0_3,3,,,0.0,,,,,,
1,0.4,40,en_0.4_test_delay_0_4,4,,,0.0,,,,,,
1,0.4,50,en_0.4_test_delay_0_5,5,,,0.0,,,,,,
1,0.4,60,en_0.4_test_delay_0_6,6,,,0.0,,,,,,
1,0.4,70,en_0.4_test_delay_0_7,7,,,0.0,,,,,,
1,0.4,80,en_0.4_test_delay_0_8,8,,,0.0,,,,,,
1,0.4,90,en_0.4_test_delay_0_9,9,,,0.0,,,,,,
1,0.4,0,en_0.4_test_delay_1_0,0,,,1.0,,,,,,
1,0.4,10,en_0.4_test_delay_1_1,1,,,1.0,,,,,,
1,0.4,20,en_0.4_test_delay_1_2,2,,,1.0,,,,,,
1,0.4,30,en_0.4_test_delay_1_3,3,,,1.0,,,,,,
1,0.4,40,en_0.4_test_delay_1_4,4,,,1.0,,,,,,
1,0.4,50,en_0.4_test_delay_1_5,5,,,1.0,,,,,,
1,0.4,60,en_0.4_test_delay_1_6,6,,,1.0,,,,,,
1,0.4,70,en_0.4_test_delay_1_7,7,,,1.0,,,,,,
1,0.4,80,en_0.4_test_delay_1_8,8,,,1.0,,,,,,
1,0.4,90,en_0.4_test_delay_1_9,9,,,1.0,,,,,,
1,0.4,0,en_0.4_test_delay_2_0,0,,,2.0,,,,,,
1,0.4,10,en_0.4_test_delay_2_1,1,,,2.0,,,,,,
1,0.4,20,en_0.4_test_delay_2_2,2,,,2.0,,,,,,
1,0.4,30,en_0.4_test_delay_2_3,3,,,2.0,,,,,,
1,0.4,40,en_0.4_test_delay_2_4,4,,,2.0,,,,,,
1,0.4,50,en_0.4_test_delay_2_5,5,,,2.0,,,,,,
1,0.4,60,en_0.4_test_delay_2_6,6,,,2.0,,,,,,
1,0.4,70,en_0.4_test_delay_2_7,7,,,2.0,,,,,,
1,0.4,80,en_0.4_test_delay_2_8,8,,,2.0,,,,,,
1,0.4,90,en_0.4_test_delay_2_9,9,,,2.0,,,,,,
1,0.4,0,en_0.4_test_delay_4_0,0,,,4.0,,,,,,
1,0.4,10,en_0.4_test_delay_4_1,1,,,4.0,,,,,,
1,0.4,20,en_0.4_test_delay_4_2,2,,,4.0,,,,,,
1,0.4,30,en_0.4_test_delay_4_3,3,,,4.0,,,,,,
1,0.4,40,en_0.4_test_delay_4_4,4,,,4.0,,,,,,
1,0.4,50,en_0.4_test_delay_4_5,5,,,4.0,,,,,,
1,0.4,60,en_0.4_test_delay_4_6,6,,,4.0,,,,,,
1,0.4,70,en_0.4_test_delay_4_7,7,,,4.0,,,,,,
1,0.4,80,en_0.4_test_delay_4_8,8,,,4.0,,,,,,
1,0.4,90,en_0.4_test_delay_4_9,9,,,4.0,,,,,,
1,0.4,0,en_0.4_test_delay_6_0,0,,,6.0,,,,,,
1,0.4,10,en_0.4_test_delay_6_1,1,,,6.0,,,,,,
1,0.4,20,en_0.4_test_delay_6_2,2,,,6.0,,,,,,
1,0.4,30,en_0.4_test_delay_6_3,3,,,6.0,,,,,,
1,0.4,40,en_0.4_test_delay_6_4,4,,,6.0,,,,,,
1,0.4,50,en_0.4_test_delay_6_5,5,,,6.0,,,,,,
1,0.4,60,en_0.4_test_delay_6_6,6,,,6.0,,,,,,
1,0.4,70,en_0.4_test_delay_6_7,7,,,6.0,,,,,,
1,0.4,80,en_0.4_test_delay_6_8,8,,,6.0,,,,,,
1,0.4,90,en_0.4_test_delay_6_9,9,,,6.0,,,,,,
1,0.4,0,en_0.4_test_delay_8_0,0,,,8.0,,,,,,
1,0.4,10,en_0.4_test_delay_8_1,1,,,8.0,,,,,,
1,0.4,20,en_0.4_test_delay_8_2,2,,,8.0,,,,,,
1,0.4,30,en_0.4_test_delay_8_3,3,,,8.0,,,,,,
1,0.4,40,en_0.4_test_delay_8_4,4,,,8.0,,,,,,
1,0.4,50,en_0.4_test_delay_8_5,5,,,8.0,,,,,,
1,0.4,60,en_0.4_test_delay_8_6,6,,,8.0,,,,,,
1,0.4,70,en_0.4_test_delay_8_7,7,,,8.0,,,,,,
1,0.4,80,en_0.4_test_delay_8_8,8,,,8.0,,,,,,
1,0.4,90,en_0.4_test_delay_8_9,9,,,8.0,,,,,,
1,0.4,0,en_0.4_test_delay_10_0,0,,,10.0,,,,,,
1,0.4,10,en_0.4_test_delay_10_1,1,,,10.0,,,,,,
1,0.4,20,en_0.4_test_delay_10_2,2,,,10.0,,,,,,
1,0.4,30,en_0.4_test_delay_10_3,3,,,10.0,,,,,,
1,0.4,40,en_0.4_test_delay_10_4,4,,,10.0,,,,,,
1,0.4,50,en_0.4_test_delay_10_5,5,,,10.0,,,,,,
1,0.4,60,en_0.4_test_delay_10_6,6,,,10.0,,,,,,
1,0.4,70,en_0.4_test_delay_10_7,7,,,10.0,,,,,,
1,0.4,80,en_0.4_test_delay_10_8,8,,,10.0,,,,,,
1,0.4,90,en_0.4_test_delay_10_9,9,,,10.0,,,,,,
1,0.6,0,en_0.6_test_delay_0_0,0,,,0.0,,,,,,
1,0.6,10,en_0.6_test_delay_0_1,1,,,0.0,,,,,,
1,0.6,20,en_0.6_test_delay_0_2,2,,,0.0,,,,,,
1,0.6,30,en_0.6_test_delay_0_3,3,,,0.0,,,,,,
1,0.6,40,en_0.6_test_delay_0_4,4,,,0.0,,,,,,
1,0.6,50,en_0.6_test_delay_0_5,5,,,0.0,,,,,,
1,0.6,60,en_0.6_test_delay_0_6,6,,,0.0,,,,,,
1,0.6,70,en_0.6_test_delay_0_7,7,,,0.0,,,,,,
1,0.6,80,en_0.6_test_delay_0_8,8,,,0.0,,,,,,
1,0.6,90,en_0.6_test_delay_0_9,9,,,0.0,,,,,,
1,0.6,0,en_0.6_test_delay_1_0,0,,,1.0,,,,,,
1,0.6,10,en_0.6_test_delay_1_1,1,,,1.0,,,,,,
1,0.6,20,en_0.6_test_delay_1_2,2,,,1.0,,,,,,
1,0.6,30,en_0.6_test_delay_1_3,3,,,1.0,,,,,,
1,0.6,40,en_0.6_test_delay_1_4,4,,,1.0,,,,,,
1,0.6,50,en_0.6_test_delay_1_5,5,,,1.0,,,,,,
1,0.6,60,en_0.6_test_delay_1_6,6,,,1.0,,,,,,
1,0.6,70,en_0.6_test_delay_1_7,7,,,1.0,,,,,,
1,0.6,80,en_0.6_test_delay_1_8,8,,,1.0,,,,,,
1,0.6,90,en_0.6_test_delay_1_9,9,,,1.0,,,,,,
1,0.6,0,en_0.6_test_delay_2_0,0,,,2.0,,,,,,
1,0.6,10,en_0.6_test_delay_2_1,1,,,2.0,,,,,,
1,0.6,20,en_0.6_test_delay_2_2,2,,,2.0,,,,,,
1,0.6,30,en_0.6_test_delay_2_3,3,,,2.0,,,,,,
1,0.6,40,en_0.6_test_delay_2_4,4,,,2.0,,,,,,
1,0.6,50,en_0.6_test_delay_2_5,5,,,2.0,,,,,,
1,0.6,60,en_0.6_test_delay_2_6,6,,,2.0,,,,,,
1,0.6,70,en_0.6_test_delay_2_7,7,,,2.0,,,,,,
1,0.6,80,en_0.6_test_delay_2_8,8,,,2.0,,,,,,
1,0.6,90,en_0.6_test_delay_2_9,9,,,2.0,,,,,,
1,0.6,0,en_0.6_test_delay_4_0,0,,,4.0,,,,,,
1,0.6,10,en_0.6_test_delay_4_1,1,,,4.0,,,,,,
1,0.6,20,en_0.6_test_delay_4_2,2,,,4.0,,,,,,
1,0.6,30,en_0.6_test_delay_4_3,3,,,4.0,,,,,,
1,0.6,40,en_0.6_test_delay_4_4,4,,,4.0,,,,,,
1,0.6,50,en_0.6_test_delay_4_5,5,,,4.0,,,,,,
1,0.6,60,en_0.6_test_delay_4_6,6,,,4.0,,,,,,
1,0.6,70,en_0.6_test_delay_4_7,7,,,4.0,,,,,,
1,0.6,80,en_0.6_test_delay_4_8,8,,,4.0,,,,,,
1,0.6,90,en_0.6_test_delay_4_9,9,,,4.0,,,,,,
1,0.6,0,en_0.6_test_delay_6_0,0,,,6.0,,,,,,
1,0.6,10,en_0.6_test_delay_6_1,1,,,6.0,,,,,,
1,0.6,20,en_0.6_test_delay_6_2,2,,,6.0,,,,,,
1,0.6,30,en_0.6_test_delay_6_3,3,,,6.0,,,,,,
1,0.6,40,en_0.6_test_delay_6_4,4,,,6.0,,,,,,
1,0.6,50,en_0.6_test_delay_6_5,5,,,6.0,,,,,,
1,0.6,60,en_0.6_test_delay_6_6,6,,,6.0,,,,,,
1,0.6,70,en_0.6_test_delay_6_7,7,,,6.0,,,,,,
1,0.6,80,en_0.6_test_delay_6_8,8,,,6.0,,,,,,
1,0.6,90,en_0.6_test_delay_6_9,9,,,6.0,,,,,,
1,0.6,0,en_0.6_test_delay_8_0,0,,,8.0,,,,,,
1,0.6,10,en_0.6_test_delay_8_1,1,,,8.0,,,,,,
1,0.6,20,en_0.6_test_delay_8_2,2,,,8.0,,,,,,
1,0.6,30,en_0.6_test_delay_8_3,3,,,8.0,,,,,,
1,0.6,40,en_0.6_test_delay_8_4,4,,,8.0,,,,,,
1,0.6,50,en_0.6_test_delay_8_5,5,,,8.0,,,,,,
1,0.6,60,en_0.6_test_delay_8_6,6,,,8.0,,,,,,
1,0.6,70,en_0.6_test_delay_8_7,7,,,8.0,,,,,,
1,0.6,80,en_0.6_test_delay_8_8,8,,,8.0,,,,,,
1,0.6,90,en_0.6_test_delay_8_9,9,,,8.0,,,,,,
1,0.6,0,en_0.6_test_delay_10_0,0,,,10.0,,,,,,
1,0.6,10,en_0.6_test_delay_10_1,1,,,10.0,,,,,,
1,0.6,20,en_0.6_test_delay_10_2,2,,,10.0,,,,,,
1,0.6,30,en_0.6_test_delay_10_3,3,,,10.0,,,,,,
1,0.6,40,en_0.6_test_delay_10_4,4,,,10.0,,,,,,
1,0.6,50,en_0.6_test_delay_10_5,5,,,10.0,,,,,,
1,0.6,60,en_0.6_test_delay_10_6,6,,,10.0,,,,,,
1,0.6,70,en_0.6_test_delay_10_7,7,,,10.0,,,,,,
1,0.6,80,en_0.6_test_delay_10_8,8,,,10.0,,,,,,
1,0.6,90,en_0.6_test_delay_10_9,9,,,10.0,,,,,,
1,0.8,0,en_0.8_test_delay_0_0,0,,,0.0,,,,,,
1,0.8,10,en_0.8_test_delay_0_1,1,,,0.0,,,,,,
1,0.8,20,en_0.8_test_delay_0_2,2,,,0.0,,,,,,
1,0.8,30,en_0.8_test_delay_0_3,3,,,0.0,,,,,,
1,0.8,40,en_0.8_test_delay_0_4,4,,,0.0,,,,,,
1,0.8,50,en_0.8_test_delay_0_5,5,,,0.0,,,,,,
1,0.8,60,en_0.8_test_delay_0_6,6,,,0.0,,,,,,
1,0.8,70,en_0.8_test_delay_0_7,7,,,0.0,,,,,,
1,0.8,80,en_0.8_test_delay_0_8,8,,,0.0,,,,,,
1,0.8,90,en_0.8_test_delay_0_9,9,,,0.0,,,,,,
1,0.8,0,en_0.8_test_delay_1_0,0,,,1.0,,,,,,
1,0.8,10,en_0.8_test_delay_1_1,1,,,1.0,,,,,,
1,0.8,20,en_0.8_test_delay_1_2,2,,,1.0,,,,,,
1,0.8,30,en_0.8_test_delay_1_3,3,,,1.0,,,,,,
1,0.8,40,en_0.8_test_delay_1_4,4,,,1.0,,,,,,
1,0.8,50,en_0.8_test_delay_1_5,5,,,1.0,,,,,,
1,0.8,60,en_0.8_test_delay_1_6,6,,,1.0,,,,,,
1,0.8,70,en_0.8_test_delay_1_7,7,,,1.0,,,,,,
1,0.8,80,en_0.8_test_delay_1_8,8,,,1.0,,,,,,
1,0.8,90,en_0.8_test_delay_1_9,9,,,1.0,,,,,,
1,0.8,0,en_0.8_test_delay_2_0,0,,,2.0,,,,,,
1,0.8,10,en_0.8_test_delay_2_1,1,,,2.0,,,,,,
1,0.8,20,en_0.8_test_delay_2_2,2,,,2.0,,,,,,
1,0.8,30,en_0.8_test_delay_2_3,3,,,2.0,,,,,,
1,0.8,40,en_0.8_test_delay_2_4,4,,,2.0,,,,,,
1,0.8,50,en_0.8_test_delay_2_5,5,,,2.0,,,,,,
1,0.8,60,en_0.8_test_delay_2_6,6,,,2.0,,,,,,
1,0.8,70,en_0.8_test_delay_2_7,7,,,2.0,,,,,,
1,0.8,80,en_0.8_test_delay_2_8,8,,,2.0,,,,,,
1,0.8,90,en_0.8_test_delay_2_9,9,,,2.0,,,,,,
1,0.8,0,en_0.8_test_delay_4_0,0,,,4.0,,,,,,
1,0.8,10,en_0.8_test_delay_4_1,1,,,4.0,,,,,,
1,0.8,20,en_0.8_test_delay_4_2,2,,,4.0,,,,,,
1,0.8,30,en_0.8_test_delay_4_3,3,,,4.0,,,,,,
1,0.8,40,en_0.8_test_delay_4_4,4,,,4.0,,,,,,
1,0.8,50,en_0.8_test_delay_4_5,5,,,4.0,,,,,,
1,0.8,60,en_0.8_test_delay_4_6,6,,,4.0,,,,,,
1,0.8,70,en_0.8_test_delay_4_7,7,,,4.0,,,,,,
1,0.8,80,en_0.8_test_delay_4_8,8,,,4.0,,,,,,
1,0.8,90,en_0.8_test_delay_4_9,9,,,4.0,,,,,,
1,0.8,0,en_0.8_test_delay_6_0,0,,,6.0,,,,,,
1,0.8,10,en_0.8_test_delay_6_1,1,,,6.0,,,,,,
1,0.8,20,en_0.8_test_delay_6_2,2,,,6.0,,,,,,
1,0.8,30,en_0.8_test_delay_6_3,3,,,6.0,,,,,,
1,0.8,40,en_0.8_test_delay_6_4,4,,,6.0,,,,,,
1,0.8,50,en_0.8_test_delay_6_5,5,,,6.0,,,,,,
1,0.8,60,en_0.8_test_delay_6_6,6,,,6.0,,,,,,
1,0.8,70,en_0.8_test_delay_6_7,7,,,6.0,,,,,,
1,0.8,80,en_0.8_test_delay_6_8,8,,,6.0,,,,,,
1,0.8,90,en_0.8_test_delay_6_9,9,,,6.0,,,,,,
1,0.8,0,en_0.8_test_delay_8_0,0,,,8.0,,,,,,
1,0.8,10,en_0.8_test_delay_8_1,1,,,8.0,,,,,,
1,0.8,20,en_0.8_test_delay_8_2,2,,,8.0,,,,,,
1,0.8,30,en_0.8_test_delay_8_3,3,,,8.0,,,,,,
1,0.8,40,en_0.8_test_delay_8_4,4,,,8.0,,,,,,
1,0.8,50,en_0.8_test_delay_8_5,5,,,8.0,,,,,,
1,0.8,60,en_0.8_test_delay_8_6,6,,,8.0,,,,,,
1,0.8,70,en_0.8_test_delay_8_7,7,,,8.0,,,,,,
1,0.8,80,en_0.8_test_delay_8_8,8,,,8.0,,,,,,
1,0.8,90,en_0.8_test_delay_8_9,9,,,8.0,,,,,,
1,0.8,0,en_0.8_test_delay_10_0,0,,,10.0,,,,,,
1,0.8,10,en_0.8_test_delay_10_1,1,,,10.0,,,,,,
1,0.8,20,en_0.8_test_delay_10_2,2,,,10.0,,,,,,
1,0.8,30,en_0.8_test_delay_10_3,3,,,10.0,,,,,,
1,0.8,40,en_0.8_test_delay_10_4,4,,,10.0,,,,,,
1,0.8,50,en_0.8_test_delay_10_5,5,,,10.0,,,,,,
1,0.8,60,en_0.8_test_delay_10_6,6,,,10.0,,,,,,
1,0.8,70,en_0.8_test_delay_10_7,7,,,10.0,,,,,,
1,0.8,80,en_0.8_test_delay_10_8,8,,,10.0,,,,,,
1,0.8,90,en_0.8_test_delay_10_9,9,,,10.0,,,,,,
1,1.0,0,en_1.0_test_delay_0_0,0,,,0.0,,,,,,
1,1.0,10,en_1.0_test_delay_0_1,1,,,0.0,,,,,,
1,1.0,20,en_1.0_test_delay_0_2,2,,,0.0,,,,,,
1,1.0,30,en_1.0_test_delay_0_3,3,,,0.0,,,,,,
1,1.0,40,en_1.0_test_delay_0_4,4,,,0.0,,,,,,
1,1.0,50,en_1.0_test_delay_0_5,5,,,0.0,,,,,,
1,1.0,60,en_1.0_test_delay_0_6,6,,,0.0,,,,,,
1,1.0,70,en_1.0_test_delay_0_7,7,,,0.0,,,,,,
1,1.0,80,en_1.0_test_delay_0_8,8,,,0.0,,,,,,
1,1.0,90,en_1.0_test_delay_0_9,9,,,0.0,,,,,,
1,1.0,0,en_1.0_test_delay_1_0,0,,,1.0,,,,,,
1,1.0,10,en_1.0_test_delay_1_1,1,,,1.0,,,,,,
1,1.0,20,en_1.0_test_delay_1_2,2,,,1.0,,,,,,
1,1.0,30,en_1.0_test_delay_1_3,3,,,1.0,,,,,,
1,1.0,40,en_1.0_test_delay_1_4,4,,,1.0,,,,,,
1,1.0,50,en_1.0_test_delay_1_5,5,,,1.0,,,,,,
1,1.0,60,en_1.0_test_delay_1_6,6,,,1.0,,,,,,
1,1.0,70,en_1.0_test_delay_1_7,7,,,1.0,,,,,,
1,1.0,80,en_1.0_test_delay_1_8,8,,,1.0,,,,,,
1,1.0,90,en_1.0_test_delay_1_9,9,,,1.0,,,,,,
1,1.0,0,en_1.0_test_delay_2_0,0,,,2.0,,,,,,
1,1.0,10,en_1.0_test_delay_2_1,1,,,2.0,,,,,,
1,1.0,20,en_1.0_test_delay_2_2,2,,,2.0,,,,,,
1,1.0,30,en_1.0_test_delay_2_3,3,,,2.0,,,,,,
1,1.0,40,en_1.0_test_delay_2_4,4,,,2.0,,,,,,
1,1.0,50,en_1.0_test_delay_2_5,5,,,2.0,,,,,,
1,1.0,60,en_1.0_test_delay_2_6,6,,,2.0,,,,,,
1,1.0,70,en_1.0_test_delay_2_7,7,,,2.0,,,,,,
1,1.0,80,en_1.0_test_delay_2_8,8,,,2.0,,,,,,
1,1.0,90,en_1.0_test_delay_2_9,9,,,2.0,,,,,,
1,1.0,0,en_1.0_test_delay_4_0,0,,,4.0,,,,,,
1,1.0,10,en_1.0_test_delay_4_1,1,,,4.0,,,,,,
1,1.0,20,en_1.0_test_delay_4_2,2,,,4.0,,,,,,
1,1.0,30,en_1.0_test_delay_4_3,3,,,4.0,,,,,,
1,1.0,40,en_1.0_test_delay_4_4,4,,,4.0,,,,,,
1,1.0,50,en_1.0_test_delay_4_5,5,,,4.0,,,,,,
1,1.0,60,en_1.0_test_delay_4_6,6,,,4.0,,,,,,
1,1.0,70,en_1.0_test_delay_4_7,7,,,4.0,,,,,,
1,1.0,80,en_1.0_test_delay_4_8,8,,,4.0,,,,,,
1,1.0,90,en_1.0_test_delay_4_9,9,,,4.0,,,,,,
1,1.0,0,en_1.0_test_delay_6_0,0,,,6.0,,,,,,
1,1.0,10,en_1.0_test_delay_6_1,1,,,6.0,,,,,,
1,1.0,20,en_1.0_test_delay_6_2,2,,,6.0,,,,,,
1,1.0,30,en_1.0_test_delay_6_3,3,,,6.0,,,,,,
1,1.0,40,en_1.0_test_delay_6_4,4,,,6.0,,,,,,
1,1.0,50,en_1.0_test_delay_6_5,5,,,6.0,,,,,,
1,1.0,60,en_1.0_test_delay_6_6,6,,,6.0,,,,,,
1,1.0,70,en_1.0_test_delay_6_7,7,,,6.0,,,,,,
1,1.0,80,en_1.0_test_delay_6_8,8,,,6.0,,,,,,
1,1.0,90,en_1.0_test_delay_6_9,9,,,6.0,,,,,,
1,1.0,0,en_1.0_test_delay_8_0,0,,,8.0,,,,,,
1,1.0,10,en_1.0_test_delay_8_1,1,,,8.0,,,,,,
1,1.0,20,en_1.0_test_delay_8_2,2,,,8.0,,,,,,
1,1.0,30,en_1.0_test_delay_8_3,3,,,8.0,,,,,,
1,1.0,40,en_1.0_test_delay_8_4,4,,,8.0,,,,,,
1,1.0,50,en_1.0_test_delay_8_5,5,,,8.0,,,,,,
1,1.0,60,en_1.0_test_delay_8_6,6,,,8.0,,,,,,
1,1.0,70,en_1.0_test_delay_8_7,7,,,8.0,,,,,,
1,1.0,80,en_1.0_test_delay_8_8,8,,,8.0,,,,,,
1,1.0,90,en_1.0_test_delay_8_9,9,,,8.0,,,,,,
1,1.0,0,en_1.0_test_delay_10_0,0,,,10.0,,,,,,
1,1.0,10,en_1.0_test_delay_10_1,1,,,10.0,,,,,,
1,1.0,20,en_1.0_test_delay_10_2,2,,,10.0,,,,,,
1,1.0,30,en_1.0_test_delay_10_3,3,,,10.0,,,,,,
1,1.0,40,en_1.0_test_delay_10_4,4,,,10.0,,,,,,
1,1.0,50,en_1.0_test_delay_10_5,5,,,10.0,,,,,,
1,1.0,60,en_1.0_test_delay_10_6,6,,,10.0,,,,,,
1,1.0,70,en_1.0_test_delay_10_7,7,,,10.0,,,,,,
1,1.0,80,en_1.0_test_delay_10_8,8,,,10.0,,,,,,
1,1.0,90,en_1.0_test_delay_10_9,9,,,10.0,,,,,,
1,0.0,0,en_0.0_man_trace_delay_0_0,0,,,,1.0,0.0,,,,
